data_venda,id_pedido,id_item,produto,categoria,quantidade,valor_unitario,desconto,canal,forma_pagamento,custo_unitario,status
02/01/2025,PED-1014,,Bolo Red Velvet,Bolos,2,"6,01",,Encomenda,PIX,,Concluído
02/01/2025,PED-1014,,Trufa de Morango,Doces,1,"11,52",,WhatsApp,PIX,,Concluído
02/01/2025,PED-1015,,Brigadeiro Gourmet,Doces,2,"5,96",,iFood,Cartão Débito,"1,87",Cancelado
02/01/2025,PED-1015,,Brigadeiro,Doces,5,"21,37",,WhatsApp,Cartão Débito,"10,55",Concluído
02/01/2025,PED-1015,,Torta de Limão,Tortas,5,"9,44",,iFood,Cartão Crédito,,Cancelado
02/01/2025,PED-1016,,Trufa de Morango,Doces,2,"28,61",,Balcão,PIX,,Concluído
02/01/2025,PED-1017,,Bolo de Cenoura,Bolos,1,"32,17",,iFood,Cartão Crédito,"13,94",Concluído
02/01/2025,PED-1017,,Torta de Limão,Tortas,2,"27,70","0,99",Encomenda,PIX,,Cancelado
02/01/2025,PED-1017,,Trufa de Maracujá,Doces,3,"28,31",,iFood,Cartão Crédito,"9,68",Concluído
02/01/2025,PED-1017,,Pão de Queijo,Salgados,2,"23,11","1,80",WhatsApp,Dinheiro,,Concluído
02/01/2025,PED-1018,,Bolo de Cenoura,Bolos,2,"14,20",,Balcão,Cartão Crédito,"7,05",Concluído
02/01/2025,PED-1018,,Brigadeiro,Doces,5,"30,79","0,99",Balcão,Dinheiro,"10,73",Concluído
02/01/2025,PED-1018,,Brigadeiro Gourmet,Doces,2,"13,96","2,55",Balcão,Cartão Crédito,"4,88",Concluído
02/01/2025,PED-1019,,Torta de Limão,Tortas,5,"23,12","2,58",Encomenda,PIX,,Concluído
02/01/2025,PED-1019,,Empada de Frango,Salgados,3,"23,43",,iFood,Cartão Crédito,,Concluído
02/01/2025,PED-1019,,Torta Holandesa,Tortas,4,"16,24",,Balcão,PIX,"5,96",Concluído
02/01/2025,PED-1019,,Trufa de Maracujá,Doces,4,"14,47",,Balcão,Cartão Crédito,,Concluído
02/01/2025,PED-1020,,Empada de Frango,Salgados,2,"7,55","2,63",Balcão,Cartão Crédito,"3,42",Concluído
02/01/2025,PED-1020,,Coxinha,Salgados,3,"5,24","1,26",Encomenda,PIX,,Concluído
02/01/2025,PED-1020,,Trufa de Morango,Doces,3,"13,98","1,61",Encomenda,PIX,"5,13",Concluído
02/01/2025,PED-1021,,Pão de Queijo,Salgados,4,"6,10",,Encomenda,PIX,"2,35",Concluído
02/01/2025,PED-1021,,Empada de Frango,Salgados,4,"15,65",,Encomenda,Cartão Débito,"5,75",Concluído
02/01/2025,PED-1022,,Bolo de Cenoura,Bolos,1,"27,09",,Balcão,Dinheiro,"8,49",Concluído
02/01/2025,PED-1022,,Coxinha,Salgados,1,"13,16",,Balcão,PIX,"5,19",Concluído
02/01/2025,PED-1022,,Bolo de Chocolate,Bolos,3,"33,65",,Balcão,PIX,"14,18",Concluído
02/01/2025,PED-1023,,Pão de Queijo,Salgados,3,"6,05","1,97",Balcão,PIX,"2,68",Concluído
02/01/2025,PED-1024,,Torta de Limão,Tortas,1,"28,18","1,38",Balcão,Cartão Débito,,Concluído
02/01/2025,PED-1024,,Pão de Queijo,Salgados,4,"22,20","0,77",Encomenda,PIX,,Concluído
02/01/2025,PED-1024,,Bolo de Cenoura,Bolos,5,"12,21",,Encomenda,Cartão Crédito,,Concluído
02/01/2025,PED-1025,,Trufa de Maracujá,Doces,4,"16,42","1,12",iFood,Dinheiro,"7,12",Concluído
02/01/2025,PED-1025,,Brigadeiro,Doces,2,"18,31",,iFood,Cartão Débito,"6,43",Cancelado
02/01/2025,PED-1025,,Bolo de Cenoura,Bolos,5,"5,41",,Encomenda,PIX,"2,40",Concluído
02/01/2025,PED-1026,,Coxinha,Salgados,4,"14,07",,Encomenda,Cartão Débito,"5,85",Concluído
02/01/2025,PED-1026,,Bolo de Chocolate,Bolos,3,"27,54","1,40",Balcão,PIX,"9,64",Concluído
02/01/2025,PED-1026,,Bolo de Cenoura,Bolos,5,"9,89",,iFood,Cartão Débito,"4,42",Concluído
02/01/2025,PED-1026,,Brigadeiro Gourmet,Doces,3,"12,95",,WhatsApp,Cartão Débito,"3,92",Concluído
02/01/2025,PED-1027,,Empada de Frango,Salgados,2,"16,96","2,13",iFood,Cartão Crédito,"5,12",Concluído
03/01/2025,PED-1028,,Brigadeiro Gourmet,Doces,1,"24,56",,Balcão,PIX,"7,73",Concluído
03/01/2025,PED-1029,,Bolo de Cenoura,Bolos,4,"27,85",,Encomenda,Cartão Crédito,,Concluído
03/01/2025,PED-1029,,Brigadeiro,Doces,5,"17,17",,Balcão,PIX,"5,35",Concluído
03/01/2025,PED-1029,,Torta Holandesa,Tortas,1,"15,83",,Balcão,Cartão Crédito,"4,98",Concluído
03/01/2025,PED-1030,,Brigadeiro Gourmet,Doces,3,"33,95","2,29",iFood,PIX,"11,76",Concluído
03/01/2025,PED-1030,,Bolo de Chocolate,Bolos,5,"9,70",,WhatsApp,Dinheiro,,Concluído
03/01/2025,PED-1030,,Brigadeiro,Doces,3,"11,79",,iFood,Cartão Crédito,"4,64",Concluído
03/01/2025,PED-1030,,Torta Holandesa,Tortas,5,"25,49","1,76",Encomenda,Cartão Débito,"7,85",Cancelado
03/01/2025,PED-1031,,Bolo de Chocolate,Bolos,5,"32,61",,iFood,Dinheiro,,Concluído
03/01/2025,PED-1031,,Bolo de Cenoura,Bolos,5,"24,27","2,16",WhatsApp,Cartão Crédito,,Concluído
03/01/2025,PED-1031,,Brigadeiro,Doces,4,"8,73","1,39",WhatsApp,Cartão Débito,"3,78",Concluído
03/01/2025,PED-1032,,Brigadeiro Gourmet,Doces,4,"6,50",,Encomenda,Dinheiro,"2,10",Cancelado
03/01/2025,PED-1032,,Torta de Limão,Tortas,4,"23,92",,Encomenda,Cartão Crédito,"10,15",Concluído
03/01/2025,PED-1032,,Trufa de Morango,Doces,3,"13,33",,Encomenda,Cartão Crédito,,Concluído
03/01/2025,PED-1032,,Empada de Frango,Salgados,5,"6,18",,iFood,Dinheiro,,Cancelado
03/01/2025,PED-1033,,Bolo de Cenoura,Bolos,2,"9,81",,Encomenda,Cartão Crédito,"3,47",Concluído
03/01/2025,PED-1033,,Brigadeiro,Doces,5,"23,70","0,87",WhatsApp,Dinheiro,"9,95",Concluído
03/01/2025,PED-1033,,Torta Holandesa,Tortas,3,"21,99",,iFood,Cartão Débito,,Cancelado
03/01/2025,PED-1033,,Coxinha,Salgados,4,"28,75",,iFood,Cartão Crédito,"11,40",Concluído
03/01/2025,PED-1034,,Brigadeiro,Doces,2,"20,68","2,69",Encomenda,Cartão Crédito,"9,28",Concluído
03/01/2025,PED-1034,,Torta Holandesa,Tortas,1,"25,28",,Encomenda,Dinheiro,,Cancelado
03/01/2025,PED-1034,,Pão de Queijo,Salgados,1,"23,71",,WhatsApp,Dinheiro,"10,21",Concluído
03/01/2025,PED-1035,,Trufa de Maracujá,Doces,1,"31,61",,Encomenda,Cartão Débito,,Concluído
03/01/2025,PED-1035,,Pão de Queijo,Salgados,1,"27,16",,iFood,PIX,"11,86",Concluído
03/01/2025,PED-1035,,Trufa de Morango,Doces,1,"22,77",,Balcão,Dinheiro,"9,99",Concluído
03/01/2025,PED-1036,,Brigadeiro Gourmet,Doces,3,"19,68",,WhatsApp,PIX,"7,52",Concluído
03/01/2025,PED-1037,,Pão de Queijo,Salgados,5,"20,66",,WhatsApp,Cartão Crédito,"8,60",Concluído
04/01/2025,PED-1038,,Coxinha,Salgados,5,"16,78",,iFood,Cartão Crédito,"6,19",Concluído
04/01/2025,PED-1039,,Brigadeiro Gourmet,Doces,2,"9,36",,iFood,Dinheiro,"4,66",Concluído
04/01/2025,PED-1039,,Brigadeiro,Doces,1,"16,24",,Encomenda,Cartão Débito,,Concluído
04/01/2025,PED-1039,,Trufa de Morango,Doces,3,"29,86",,WhatsApp,Dinheiro,,Concluído
04/01/2025,PED-1039,,Coxinha,Salgados,4,"17,65",,Balcão,Cartão Débito,,Concluído
04/01/2025,PED-1040,,Bolo Red Velvet,Bolos,5,"19,98",,iFood,Cartão Crédito,,Concluído
04/01/2025,PED-1040,,Brigadeiro,Doces,1,"18,87",,Encomenda,Cartão Débito,"9,30",Concluído
04/01/2025,PED-1040,,Torta Holandesa,Tortas,1,"21,16",,iFood,Cartão Crédito,"9,19",Concluído
04/01/2025,PED-1040,,Empada de Frango,Salgados,2,"9,43",,iFood,PIX,,Concluído
04/01/2025,PED-1041,,Torta Holandesa,Tortas,1,"10,72",,Balcão,PIX,"4,27",Cancelado
04/01/2025,PED-1041,,Brigadeiro Gourmet,Doces,4,"10,55",,Encomenda,PIX,,Concluído
04/01/2025,PED-1041,,Trufa de Morango,Doces,1,"31,82","2,63",iFood,Dinheiro,,Concluído
04/01/2025,PED-1041,,Bolo de Cenoura,Bolos,4,"13,89",,Balcão,Cartão Débito,,Cancelado
04/01/2025,PED-1042,,Bolo de Chocolate,Bolos,1,"12,77","2,92",Balcão,Dinheiro,"4,37",Concluído
04/01/2025,PED-1042,,Trufa de Morango,Doces,2,"14,97",,WhatsApp,PIX,"6,78",Concluído
04/01/2025,PED-1042,,Brigadeiro Gourmet,Doces,2,"18,45",,WhatsApp,Cartão Débito,"9,16",Concluído
04/01/2025,PED-1043,,Torta de Limão,Tortas,2,"6,05",,WhatsApp,Cartão Débito,,Concluído
04/01/2025,PED-1044,,Brigadeiro Gourmet,Doces,4,"10,19",,Encomenda,Cartão Crédito,,Concluído
04/01/2025,PED-1044,,Bolo de Chocolate,Bolos,5,"26,02","0,77",Balcão,Cartão Débito,"12,72",Concluído
04/01/2025,PED-1045,,Bolo de Chocolate,Bolos,4,"24,61",,Balcão,Dinheiro,"11,86",Concluído
04/01/2025,PED-1046,,Bolo de Cenoura,Bolos,5,"16,26",,iFood,Cartão Crédito,"6,82",Cancelado
04/01/2025,PED-1046,,Bolo Red Velvet,Bolos,4,"29,79",,WhatsApp,Cartão Crédito,,Concluído
04/01/2025,PED-1047,,Trufa de Morango,Doces,4,"23,57",,iFood,Cartão Débito,"8,54",Concluído
04/01/2025,PED-1047,,Trufa de Maracujá,Doces,4,"33,13",,Balcão,Cartão Crédito,,Concluído
04/01/2025,PED-1048,,Bolo Red Velvet,Bolos,5,"29,02",,Encomenda,Cartão Débito,,Concluído
04/01/2025,PED-1048,,Empada de Frango,Salgados,1,"34,53",,iFood,Dinheiro,,Cancelado
04/01/2025,PED-1048,,Bolo de Chocolate,Bolos,2,"25,78","0,89",iFood,Dinheiro,"8,29",Concluído
04/01/2025,PED-1049,,Trufa de Morango,Doces,5,"30,46",,iFood,Dinheiro,,Concluído
04/01/2025,PED-1049,,Empada de Frango,Salgados,3,"16,19",,WhatsApp,Cartão Crédito,"5,44",Concluído
04/01/2025,PED-1050,,Torta Holandesa,Tortas,1,"6,25",,WhatsApp,Cartão Débito,"2,44",Concluído
04/01/2025,PED-1050,,Torta de Limão,Tortas,3,"34,55",,WhatsApp,PIX,,Cancelado
04/01/2025,PED-1051,,Torta de Limão,Tortas,3,"8,34","1,63",iFood,PIX,"3,23",Cancelado
04/01/2025,PED-1052,,Trufa de Maracujá,Doces,1,"22,60","1,22",WhatsApp,Cartão Crédito,"8,17",Cancelado
04/01/2025,PED-1053,,Bolo de Chocolate,Bolos,3,"13,37",,iFood,Cartão Débito,,Concluído
04/01/2025,PED-1054,,Bolo de Chocolate,Bolos,4,"25,37",,iFood,Dinheiro,"11,18",Concluído
04/01/2025,PED-1055,,Trufa de Morango,Doces,4,"5,76",,Encomenda,Cartão Crédito,,Concluído
04/01/2025,PED-1056,,Bolo de Cenoura,Bolos,2,"18,30","2,55",iFood,Dinheiro,,Concluído
04/01/2025,PED-1056,,Trufa de Morango,Doces,2,"9,33","1,61",iFood,Cartão Débito,"3,53",Concluído
04/01/2025,PED-1056,,Bolo de Chocolate,Bolos,2,"18,64",,iFood,Cartão Débito,"6,31",Concluído
05/01/2025,PED-1057,,Brigadeiro,Doces,1,"11,26","0,95",Encomenda,Cartão Débito,"4,64",Concluído
05/01/2025,PED-1057,,Bolo Red Velvet,Bolos,4,"11,18","0,67",iFood,Dinheiro,"4,03",Concluído
05/01/2025,PED-1057,,Pão de Queijo,Salgados,1,"25,78","1,29",iFood,Dinheiro,"8,02",Concluído
05/01/2025,PED-1058,,Coxinha,Salgados,5,"23,42",,WhatsApp,Dinheiro,"9,25",Concluído
05/01/2025,PED-1058,,Pão de Queijo,Salgados,3,"9,23",,WhatsApp,Cartão Crédito,"3,08",Concluído
05/01/2025,PED-1058,,Empada de Frango,Salgados,5,"26,46",,Encomenda,Cartão Crédito,"12,79",Concluído
05/01/2025,PED-1058,,Bolo de Chocolate,Bolos,5,"32,80",,Encomenda,Cartão Débito,"10,45",Concluído
05/01/2025,PED-1059,,Trufa de Maracujá,Doces,2,"28,86",,Encomenda,PIX,"12,44",Cancelado
05/01/2025,PED-1059,,Bolo de Cenoura,Bolos,1,"34,03","1,29",iFood,PIX,,Cancelado
05/01/2025,PED-1060,,Torta de Limão,Tortas,4,"32,46",,WhatsApp,Cartão Débito,"11,74",Concluído
05/01/2025,PED-1061,,Brigadeiro,Doces,1,"11,34",,Balcão,Cartão Débito,"4,62",Cancelado
05/01/2025,PED-1061,,Bolo Red Velvet,Bolos,5,"10,36",,WhatsApp,Cartão Crédito,"4,83",Concluído
05/01/2025,PED-1062,,Trufa de Maracujá,Doces,3,"30,00","2,42",Encomenda,PIX,"10,43",Concluído
05/01/2025,PED-1062,,Torta de Limão,Tortas,5,"32,78","1,62",Encomenda,Cartão Crédito,,Concluído
05/01/2025,PED-1062,,Brigadeiro,Doces,5,"13,17",,iFood,Dinheiro,"5,21",Cancelado
05/01/2025,PED-1062,,Coxinha,Salgados,3,"10,10",,WhatsApp,Cartão Crédito,"4,85",Concluído
05/01/2025,PED-1063,,Coxinha,Salgados,4,"6,09","0,63",Balcão,Cartão Débito,"2,11",Concluído
05/01/2025,PED-1063,,Trufa de Maracujá,Doces,3,"6,15",,iFood,PIX,,Concluído
05/01/2025,PED-1064,,Brigadeiro Gourmet,Doces,2,"24,35","2,44",Balcão,Dinheiro,"7,33",Concluído
05/01/2025,PED-1065,,Bolo Red Velvet,Bolos,5,"34,78","1,85",iFood,Dinheiro,"12,43",Concluído
05/01/2025,PED-1065,,Empada de Frango,Salgados,4,"14,76","2,13",Encomenda,Dinheiro,"6,89",Cancelado
05/01/2025,PED-1066,,Torta Holandesa,Tortas,4,"16,93",,Balcão,Cartão Débito,"6,48",Concluído
05/01/2025,PED-1066,,Bolo Red Velvet,Bolos,5,"26,54",,Encomenda,Cartão Débito,"10,45",Concluído
05/01/2025,PED-1067,,Trufa de Maracujá,Doces,3,"7,76",,iFood,PIX,,Concluído
05/01/2025,PED-1068,,Empada de Frango,Salgados,4,"33,04","2,28",WhatsApp,Dinheiro,,Concluído
05/01/2025,PED-1068,,Trufa de Maracujá,Doces,3,"6,51",,Balcão,Cartão Débito,,Concluído
05/01/2025,PED-1068,,Bolo Red Velvet,Bolos,4,"26,11","2,58",WhatsApp,Cartão Débito,"11,76",Concluído
07/01/2025,PED-1069,,Trufa de Maracujá,Doces,4,"22,89","2,40",Encomenda,Cartão Débito,,Concluído
07/01/2025,PED-1070,,Torta Holandesa,Tortas,1,"15,92","2,36",WhatsApp,Cartão Débito,"6,69",Concluído
07/01/2025,PED-1070,,Coxinha,Salgados,1,"9,20",,Encomenda,PIX,"3,86",Concluído
07/01/2025,PED-1070,,Trufa de Maracujá,Doces,4,"19,39",,Encomenda,Cartão Débito,,Concluído
07/01/2025,PED-1070,,Empada de Frango,Salgados,4,"8,07",,WhatsApp,Cartão Crédito,,Concluído
07/01/2025,PED-1071,,Bolo de Cenoura,Bolos,3,"31,42","1,42",Balcão,PIX,,Concluído
07/01/2025,PED-1071,,Brigadeiro,Doces,3,"20,19",,Encomenda,Cartão Débito,"8,19",Concluído
07/01/2025,PED-1072,,Bolo de Cenoura,Bolos,4,"12,62","1,82",Balcão,Cartão Débito,,Concluído
07/01/2025,PED-1072,,Bolo de Chocolate,Bolos,4,"33,83",,Encomenda,PIX,,Concluído
07/01/2025,PED-1073,,Bolo de Cenoura,Bolos,4,"12,07",,Balcão,Cartão Débito,,Concluído
07/01/2025,PED-1073,,Coxinha,Salgados,2,"11,45",,WhatsApp,PIX,"3,71",Concluído
07/01/2025,PED-1074,,Bolo de Chocolate,Bolos,5,"24,14",,Encomenda,Cartão Crédito,"9,16",Concluído
07/01/2025,PED-1074,,Trufa de Maracujá,Doces,1,"28,54",,Encomenda,Cartão Crédito,,Cancelado
07/01/2025,PED-1074,,Empada de Frango,Salgados,2,"19,11",,WhatsApp,Cartão Crédito,,Cancelado
07/01/2025,PED-1074,,Torta de Limão,Tortas,1,"7,26",,WhatsApp,Cartão Débito,"2,41",Cancelado
07/01/2025,PED-1075,,Bolo de Cenoura,Bolos,5,"31,01",,Balcão,PIX,,Cancelado
07/01/2025,PED-1075,,Brigadeiro Gourmet,Doces,2,"28,78",,Balcão,Dinheiro,,Concluído
07/01/2025,PED-1075,,Brigadeiro,Doces,5,"6,86",,Encomenda,Dinheiro,,Concluído
07/01/2025,PED-1076,,Torta de Limão,Tortas,4,"15,03","1,26",Encomenda,Cartão Crédito,"4,68",Concluído
07/01/2025,PED-1076,,Brigadeiro Gourmet,Doces,2,"24,02",,iFood,Cartão Crédito,"10,65",Concluído
07/01/2025,PED-1076,,Coxinha,Salgados,5,"20,17",,iFood,Cartão Crédito,"7,93",Concluído
07/01/2025,PED-1077,,Bolo de Cenoura,Bolos,4,"16,88","2,71",WhatsApp,Cartão Débito,"7,98",Cancelado
07/01/2025,PED-1077,,Bolo de Chocolate,Bolos,3,"34,53",,Encomenda,Cartão Débito,"13,91",Concluído
07/01/2025,PED-1078,,Bolo de Cenoura,Bolos,5,"21,10",,Balcão,Cartão Débito,"7,81",Concluído
07/01/2025,PED-1079,,Brigadeiro Gourmet,Doces,2,"22,65",,Encomenda,Cartão Débito,,Concluído
07/01/2025,PED-1079,,Empada de Frango,Salgados,1,"21,40",,Encomenda,Cartão Crédito,"7,65",Cancelado
07/01/2025,PED-1079,,Bolo de Chocolate,Bolos,5,"16,45",,iFood,Cartão Débito,"5,25",Cancelado
07/01/2025,PED-1079,,Bolo de Cenoura,Bolos,2,"19,97","1,00",WhatsApp,Cartão Débito,"6,17",Concluído
07/01/2025,PED-1080,,Bolo Red Velvet,Bolos,5,"18,43",,iFood,Cartão Débito,"7,80",Cancelado
07/01/2025,PED-1080,,Pão de Queijo,Salgados,5,"25,87",,iFood,Dinheiro,"7,84",Concluído
07/01/2025,PED-1080,,Empada de Frango,Salgados,3,"28,90",,WhatsApp,Dinheiro,"10,20",Cancelado
07/01/2025,PED-1080,,Torta Holandesa,Tortas,2,"24,67","1,84",Balcão,Dinheiro,"10,75",Concluído
07/01/2025,PED-1081,,Coxinha,Salgados,4,"17,84","0,88",Encomenda,Cartão Crédito,,Concluído
08/01/2025,PED-1082,,Empada de Frango,Salgados,4,"32,12","1,84",iFood,Cartão Débito,"10,74",Concluído
08/01/2025,PED-1082,,Trufa de Maracujá,Doces,4,"29,98",,iFood,Cartão Débito,"10,78",Concluído
08/01/2025,PED-1083,,Trufa de Maracujá,Doces,3,"34,55",,Encomenda,Cartão Débito,"14,11",Concluído
08/01/2025,PED-1083,,Coxinha,Salgados,1,"16,89",,iFood,Cartão Crédito,"6,56",Concluído
08/01/2025,PED-1083,,Torta Holandesa,Tortas,5,"13,27",,WhatsApp,PIX,"5,61",Concluído
08/01/2025,PED-1083,,Empada de Frango,Salgados,5,"32,43",,Encomenda,Dinheiro,"12,40",Concluído
08/01/2025,PED-1084,,Empada de Frango,Salgados,4,"11,46","2,17",iFood,Cartão Débito,"3,89",Concluído
08/01/2025,PED-1085,,Bolo de Cenoura,Bolos,5,"31,71",,WhatsApp,Cartão Crédito,,Concluído
08/01/2025,PED-1086,,Trufa de Morango,Doces,2,"25,29",,Balcão,Cartão Débito,,Cancelado
08/01/2025,PED-1087,,Trufa de Maracujá,Doces,4,"16,65","2,14",WhatsApp,Cartão Crédito,,Concluído
08/01/2025,PED-1088,,Bolo de Cenoura,Bolos,4,"11,65",,Balcão,Cartão Débito,,Concluído
08/01/2025,PED-1088,,Trufa de Maracujá,Doces,2,"28,25","0,94",iFood,Dinheiro,,Concluído
08/01/2025,PED-1089,,Bolo Red Velvet,Bolos,4,"10,75",,Encomenda,Cartão Débito,"4,04",Concluído
08/01/2025,PED-1090,,Pão de Queijo,Salgados,3,"15,71",,iFood,PIX,"5,08",Concluído
08/01/2025,PED-1090,,Torta Holandesa,Tortas,5,"33,10",,iFood,Cartão Débito,,Cancelado
08/01/2025,PED-1090,,Bolo de Chocolate,Bolos,2,"14,04",,iFood,Cartão Crédito,"5,48",Cancelado
08/01/2025,PED-1091,,Empada de Frango,Salgados,5,"32,86",,iFood,Dinheiro,"13,32",Cancelado
08/01/2025,PED-1091,,Torta de Limão,Tortas,1,"9,59",,iFood,Cartão Crédito,"3,16",Concluído
08/01/2025,PED-1091,,Brigadeiro,Doces,2,"32,86","2,33",Balcão,Cartão Crédito,"13,21",Concluído
08/01/2025,PED-1091,,Pão de Queijo,Salgados,4,"26,02",,iFood,Dinheiro,"11,30",Concluído
08/01/2025,PED-1092,,Bolo de Chocolate,Bolos,1,"7,99",,Balcão,Dinheiro,,Concluído
08/01/2025,PED-1092,,Brigadeiro,Doces,3,"6,29",,Encomenda,Cartão Débito,,Concluído
08/01/2025,PED-1092,,Pão de Queijo,Salgados,4,"23,37",,WhatsApp,Cartão Débito,,Concluído
08/01/2025,PED-1093,,Empada de Frango,Salgados,2,"26,66",,Balcão,Cartão Débito,,Concluído
08/01/2025,PED-1093,,Trufa de Morango,Doces,5,"32,58","1,58",WhatsApp,Cartão Crédito,,Concluído
08/01/2025,PED-1094,,Brigadeiro Gourmet,Doces,1,"34,69","0,58",Balcão,PIX,,Concluído
08/01/2025,PED-1094,,Brigadeiro,Doces,1,"7,75",,Balcão,PIX,"3,36",Concluído
08/01/2025,PED-1095,,Coxinha,Salgados,2,"7,31",,iFood,Cartão Débito,"3,53",Concluído
08/01/2025,PED-1095,,Brigadeiro,Doces,2,"17,36",,WhatsApp,Cartão Crédito,"6,16",Cancelado
08/01/2025,PED-1095,,Empada de Frango,Salgados,1,"25,30",,Encomenda,Cartão Débito,,Concluído
08/01/2025,PED-1095,,Torta de Limão,Tortas,2,"21,72","1,26",WhatsApp,PIX,"8,85",Concluído
09/01/2025,PED-1096,,Bolo de Chocolate,Bolos,5,"27,82","0,84",Balcão,Cartão Crédito,"9,47",Concluído
09/01/2025,PED-1096,,Empada de Frango,Salgados,5,"8,78",,Balcão,Dinheiro,"3,29",Concluído
09/01/2025,PED-1096,,Trufa de Morango,Doces,5,"29,06","1,05",iFood,Dinheiro,"13,98",Concluído
09/01/2025,PED-1096,,Pão de Queijo,Salgados,1,"12,78","2,41",WhatsApp,Cartão Crédito,,Concluído
09/01/2025,PED-1097,,Brigadeiro Gourmet,Doces,3,"26,85",,Encomenda,Dinheiro,"12,79",Concluído
09/01/2025,PED-1097,,Trufa de Morango,Doces,2,"18,11",,WhatsApp,PIX,"7,47",Concluído
